artists,lyrics,label
SAMSONS," Aku memang tak berhati besar Untuk memahami hatimu disana Aku memang tak berlapang dada Untuk menyadari kau bukan milikku lagi Dengar, dengarkan aku Aku akan bertahan Sampai kapanpun Sampai kapanpun Maafkan aku yang tak sempurna tuk dirimu Usailah sudah Kisah yang tak sempurna untuk kita Kenang Andai aku dapat merelakan Setiap kepingan butiran kenangan indah Andai aku sanggup menjalani Setiap detik dan waktu mendatang Dan, ooh... Dengar, dengarkan aku Aku akan bertahan Sampai kapanpun Sampai kapanpun You might also likeMaafkan aku yang tak sempurna tuk dirimu Usailah sudah Kisah yang tak sempurna untuk kita Kenang Dengar, dengarkan aku Aku akan bertahan Sampai kapanpun Sampai kapanpun Maafkan aku yang tak sempurna tuk dirimu Usailah sudah Kisah yang tak sempurna untuk kita Kenang Kenang Kenang Kisah yang tak sempurna untuk kita Kenang",1
Iwan Fals, Kini ku mengungkap tanya Siapakah dirinya Yang mengaku kekasihmu itu Aku tak bisa memahami Ketika malam tiba Ku rela kau berada Dengan siapa kau melewatinya Aku tak bisa memahami  Aku lelaki tak mungkin Menerimamu bila Ternyata kau mendua Membuatku terluka Tinggalkan saja diriku Yang tak mungkin menunggu Jangan pernah memilih Aku bukan pilihan  Selalu terungkap tanya Benarkan kini dia Wanita yang kukenal hatinya Aku tak bisa memahami You might also like Aku lelaki tak mungkin Menerimamu bila Ternyata kau mendua Membuatku terluka Tinggalkan saja diriku Yang tak mungkin menunggu Jangan pernah memilih Aku bukan pilihan  Tak perlu kau memilihku Aku lelaki Bukan 'tuk dipilih  Aku lelaki tak mungkin Menerimamu bila Ternyata kau mendua Membuatku terluka Tinggalkan saja diriku Yang tak mungkin menunggu Jangan pernah memilih Aku bukan pilihan Aku lelaki tak mungkin Menerimamu bila Ternyata kau mendua Membuatku terluka Tinggalkan saja diriku Yang tak mungkin menunggu Jangan pernah memilih Aku bukan pilihan,0
Dewa,Hidupku tanpa cintamu Bagai malam tanpa bintang Cintaku tanpa sambutmu Bagai panas tanpa hujan Jiwaku berbisik lirih Ku harus milikimu  Aku bisa membuatmu jatuh cinta kepadaku Meski kau tak cinta kepadaku Beri sedikit waktu Biar cinta datang karena telah terbiasa  Simpan mawar yang kuberi Mungkin wanginya mengilhami Sudikah dirimu untuk Kenali aku dulu Sebelum kau ludahi aku Sebelum kau robek hatiku  Aku bisa membuatmu jatuh cinta kepadaku Meski kau tak cinta kepadaku Beri sedikit waktu Biar cinta datang karena telah terbiasa You might also like  Aku bisa membuatmu jatuh cinta kepadaku Meski kau tak cinta kepadaku Beri sedikit waktu Biar cinta datang karena telah terbiasa  Aku bisa membuatmu jatuh cinta kepadaku Meski kau tak cinta Kau tak cinta Aku bisa membuatmu jatuh cinta kepadaku Meski kau tak cinta kepadaku Aku bisa membuatmu jatuh cinta kepadaku Meski kau tak cinta kepadaku Beri sedikit waktu Biar cinta datang karena telah terbiasa  Hidupku tanpa cintamu Bagai malam tanpa bintang Cintaku tanpa sambutmu Bagai panas tanpa hujan,0
Repvblik,Rasa indahnya perihku Rasa hancurnya harapku Kau lepas cintaku Rasakan abadi Sekalipun kau mengerti Sekalipun kau pahami Ku pikir ku salah mengertimu Aku hanya ingin kau tahu Besarnya cintaku Tingginya khayalku bersamamu Tuk lalui waktu yang tersisa kini Di setiap hariku Di sisa akhir nafas hidupku Ow wooo wo wo wooo Walaupun semua hanya ada dalam mimpiku Hanya ada dalam anganku Melewati hidup Rasakan abadi Sekalipun kau mengerti Sekalipun kau pahami Ku pikir ku salah mengertimu You might also likeAku hanya ingin kau tahu Besarnya cintaku Tingginya khayalku bersamamu Tuk lalui waktu yang tersisa kini Di setiap hariku Di sisa akhir nafas hidupku Aku hanya ingin kau tahu Besarnya cintaku Tingginya khayalku bersamamu Tuk lalui waktu yang tersisa kini Di setiap hariku Di sisa akhir nafas hidupku Ow wooo wo wo wooo,0
La Luna,Tinggalah disini kusendiri Kumerasakan sesuatu Yang tlah hilang didalam hidupku Dalam lubuk hatimu Ku yakin kaupun sebenarnya Tak inginkan lepas dariku Tahukah kau kini ku terluka Bantu aku membencimu Ku terlalu mencintaimu Dirimu begitu berarti untukku Kau telah mencinta Dan dicintai kekasihmu Ini tak adil bagiku Hilanglah damba tinggalah hampa Bantu aku membencimu Ku terlalu mencintaimu Dirimu begitu berarti untukku Lupakanku dalam hidupmu Yang pernah mencintaimu Kau memang tercipta bukanlah untukku You might also likeSelepas kau pergi Tinggalah disini kusendiri Kumerasakan sesuatu Yang tlah hilang didalam hidupku,0
Vierra, Kelak kau 'kan menjalani hidupmu sendiri Melukai kenangan yang t’lah kita lalui Yang tersisa hanya aku sendiri disini Kau akan terbang jauh menembus awan Memulai kisah baru tanpa diriku  Seandainya kau tahu Ku tak ingin kau pergi Meninggalkanku sendiri Bersama bayanganku Seandainya kau tahu Aku kan s'lalu cinta Jangan kau lupakan Kenangan kita s'lama ini  Kelak kau ’kan menjalani hidupmu sendiri Melukai kenangan yang t'lah kita lalui Kau akan terbang jauh menembus awan Memulai kisah baru tanpa diriku  Seandainya kau tahu Ku tak ingin kau pergi Meninggalkanku sendiri Bersama bayanganku Seandainya kau tahu Aku kan s'lalu cinta Jangan kau lupakan Kenangan kita s'lama ini S'lama ini You might also like  Seandainya kau tahu Ku tak ingin kau pergi Meninggalkanku sendiri Bersama bayanganku Seandainya kau tahu Aku kan s'lalu cinta Jangan kau lupakan Kenangan kita s'lama ini S'lama ini,0
Iwan Fals," Andai kau ijinkan Walau sekejap memandang Ku buktikan kepadamu Aku memiliki rasa Cinta yang kupendam Tak sempat aku nyatakan Karena kau t'lah memilih Menutup pintu hatimu  Ijinkan aku membuktikan Inilah kesungguhan rasa Ijinkan aku menyayangimu  Sayangku, ooh-ooh-ooh Dengarkanlah isi hatiku Cintaku, ooh-ooh-ooh Dengarkanlah isi hatiku  Cinta yang kupendam Tak sempat aku nyatakan Karena kau t'lah memilih Menutup pintu hatimu You might also like Ijinkan aku membuktikan Inilah kesungguhan rasa Ijinkan aku menyayangimu  Sayangku, ooh-ooh-ooh Dengarkanlah isi hatiku Cintaku, ooh-ooh-ooh Dengarkanlah isi hatiku  Bila cinta tak menyatukan kita Bila kita tak mungkin bersama Ijinkan aku tetap menyayangimu  Sayangku, ooh-ooh-ooh Dengarkanlah isi hatiku Cintaku, ooh-ooh-ooh Dengarkanlah isi hatiku  Aku sayang padamu Ijinkan aku membuktikan",0
Fiersa Besari,"Berapa banyak lagi cemburu? Berapa banyak bual? Terhanyut menepis realita, kau bukanlah milikku Aku pilihan, kaulah jawaban. Jelaskan arti ""adil"" Tolong menetap utuh, karena aku letih berbagi  Mampukah kekasihmu setangguh aku? Menunggu tapi tak ditunggu, bertahan tapi tak ditahan  Sampai kapan kau mau begini, menjalani kisah rahasia? Tak sadarkah dibalik senyuman, sungguhku terluka? Jika kau tidak bisa pastikan, sudahlah aku mengalah saja Kau adalah pemenang, walaupun aku juara kedua  Pada sebuah titik bifurkasi, sudikah kau mengerti? Aku ingin cuma ada kita tanpa dustai dia  Mampukah kekasihmu setangguh aku? Menunggu tapi tak ditunggu, bertahan tapi tak ditahan  Sampai kapan kau mau begini, menjalani kisah rahasia? Tak sadarkah dibalik senyuman, sungguhku terluka? Jika kau tidak bisa pastikan, sudahlah aku mengalah saja Kau adalah pemenang, walaupun aku juara kedua You might also like Ku memberimu yang terbaik Mengapa dia mendapatkan, apa yang terbaik darimu?  Sampai kapan kau mau begini, menjalani kisah rahasia? Tak sadarkah dibalik senyuman, sungguhku terluka? Jika kau tidak bisa pastikan, sudahlah aku mengalah saja Kau adalah pemenang, walaupun aku juara kedua  Juara kedua",0
Marcell,Telah lama sendiri Dalam langkah sepi Tak pernah kukira bahwa akhirnya Tiada dirimu di sisiku  Meski waktu datang Dan berlalu sampai kau tiada bertahan Semua takkan mampu mengubahku Hanyalah kau yang ada di relungku Hanyalah dirimu Mampu membuatku jatuh dan mencinta Kau bukan hanya sekedar indah Kau tak akan terganti  Tak pernah kuduga bahwa akhirnya Tergugat janjimu dan janjiku  Meski waktu datang Dan berlalu sampai kau tiada bertahan Semua takkan mampu mengubahku Hanyalah kau yang ada di relungku Hanyalah dirimu Mampu membuatku jatuh dan mencinta Kau bukan hanya sekedar indah Kau tak akan terganti You might also likeMeski waktu datang Dan berlalu sampai kau tiada bertahan Semua takkan mampu mengubahku Hanyalah kau yang ada di relungku Hanyalah dirimu Mampu membuatku jatuh dan mencinta Kau bukan hanya sekedar indah Kau tak akan terganti Kau tak akan terganti,0
Fiersa Besari," Jangan tanyakan perasaanku Jika kau pun tak bisa beralih Dari masa lalu yang menghantuimu Karena sungguh ini tidak adil Bukan maksudku menyakitimu Namun tak mudah 'tuk melupakan Cerita panjang yang pernah aku lalui Tolong yakinkan saja raguku  Pergi saja engkau pergi dariku Biar kubunuh perasaan untukmu Meski berat melangkah, hatiku hanya tak siap terluka Beri kisah kita sedikit waktu Semesta mengirim dirimu untukku Kita adalah rasa yang tepat di waktu yang salah  Hidup memang sebuah pilihan Tapi hati bukan 'tuk dipilih, oh Bila hanya setengah dirimu hadir Dan setengah lagi untuk dia You might also like Pergi saja engkau pergi dariku Biar kubunuh perasaan untukmu Meski berat melangkah, hatiku hanya tak siap terluka Beri kisah kita sedikit waktu Semesta mengirim dirimu untukku Kita adalah rasa yang tepat di waktu yang salah  Bukan ini yang ku mau Lalu untuk apa kau datang? Rindu tak bisa diatur Kita tak pernah mengerti Kau dan aku menyakitkan  Pergi saja engkau pergi dariku Biar kubunuh perasaan untukmu Meski berat melangkah, hatiku hanya tak siap terluka Beri kisah kita sedikit waktu Semesta mengirim dirimu untukku Kita adalah rasa yang tepat di waktu yang salah Di waktu yang salah",0
Ada Band,Dahulu terasa indah Tak ingin lupakan Bermesraan selalu jadi Satu kenangan manis  Tiada yang salah Hanya aku manusia bodoh Yang biarkan semua ini permainkanku Berulang ulang kali  Mencoba bertahan sekuat hati Layaknya karang yang dihempas sang ombak Jalani hidup dalam buai belaka Serahkan cinta tulus di dalam takdir  Tak ayal tingkah lakumu Buatku putus asa Kadang akal sehat ini Tak cukup membendungnya  Hanya kepedihan Yang selalu datang menertawakanku Engkau belahan jiwa Tega menari indah di atas tangisanku You might also like Mencoba bertahan sekuat hati Layaknya karang yang dihempas sang ombak Jalani hidup dalam buai belaka Serahkan cinta tulus di dalam takdir Tapi sampai kapankah kuharus Menanggungnya kutukan cinta ini  Semua kisah pasti ada akhir Yang harus dilalui Begitu juga akhir kisah ini Yakinku indah  Mencoba bertahan sekuat hati Layaknya karang yang dihempas sang ombak Jalani hidup dalam buai belaka Serahkan cinta tulus di dalam takdir Tapi sampai kapankah kuharus Menanggungnya kutukan cinta ini Bersemayam dalam kalbu,0
Killing Me Inside,Semua yang berlalu Telah menjadi kenangan Dan seakan kulupakan Karena ku tak sejalan  Dan tak mungkin ku bertahan Meski telah kucoba Semuanya tak berguna Terbuang sia-sia  Dirimu di hatiku Sudah terlalu lama Biarlah ku mencoba Untuk tinggalkan semua  Dan tak mungkin ku bertahan Meski telah kucoba Semuanya tak berguna Terbuang sia-sia  Dirimu di hatiku Sudah terlalu lama Biarlah ku mencoba Untuk tinggalkan semua You might also likeDirimu di hatiku Sudah terlalu lama Biarlah ku mencoba Untuk tinggalkan semua Dirimu di hatiku Sudah terlalu lama Biarlah ku mencoba Untuk tinggalkan semua,0
D’MASIV,Saat aku tertawa di atas semua Saat aku menangisi kesedihanku  Aku ingin engkau selalu ada Aku ingin engkau aku kenang  Selama aku Masih bisa bernafas Masih sanggup berjalan Ku kan s'lalu memujamu Meski ku tak tahu lagi Engkau ada di mana Dengarkan aku Ku merindukanmu  Saat aku mencoba merubah s'galanya Saat aku meratapi kekalahanku  Aku ingin engkau selalu ada Aku ingin engkau aku kenang You might also like Selama aku Masih bisa bernafas Masih sanggup berjalan Ku kan s'lalu memujamu Meski ku tak tahu lagi Engkau ada di mana Dengarkan aku Ku merindukanmu   Selama aku Masih bisa bernafas Masih sanggup berjalan Ku kan s'lalu memujamu Meski ku tak tahu lagi Engkau ada di mana Dengarkan aku Ku merindukanmu  Dengarkan aku Ku merindukanmu,0
SAMSONS,Saat aku menyadari tiada lagi dirimu kini Sampai kapankah aku mampu bertahan Tetapi aku jalani semua kisah hidupku ini Tak akan terganti setiap kenangan yang telah terukir Namun terendap indah dan melekat di hati Akankah berakhir semua rasa yang telah tercipta Di dalam benakku dan di dalam asaku Terlarut aku dalam kesendirian saat aku menyadari Tiada lagi dirimu kiniYou might also like,0
Ungu,"Mengagumi tanpa dicintai Tak mengapa bagiku asal kau pun bahagia Dalam hidupmu, dalam hidupmu Telah lama kupendam perasaan ini Menunggu hatimu menyambut diriku Tak mengapa bagiku cintaimu pun adalah Bahagia untukku, bahagia untukku Reff: Ku ingin kau tahu Diriku di sini menanti dirimu Meski ku tunggu hingga hujung waktuku Dan berharap rasa ini kan abadi untuk selamanya Dan izinkan aku Memeluk dirimu kali ini saja Tuk ucapkan selamat tinggal untuk selamanya Dan biarkan rasa ini bahagia untuk sekejap sajaYou might also like",0
Ungu,Mengisi ruang hati ini Semuanya telah berlalu Bersama luka aku Semua yang telah berlalu Antara hatiku dan hatimu Takkan ada cinta Seperti yang dulu Tiada guna kau berjanji Untuk setia menemani Hatiku yang telah terluka Karena dustamu Semua yang telah berakhir Antara diriku dan dirimu Takkan ada yang rindu Seperti Yang duluYou might also like,0
Dewa,"Aku tak mengerti apa yang kurasa Rindu yang tak pernah begitu hebatnya Aku mencintaimu lebih dari yang kau tahu Meski kau takkan pernah tahu Aku persembahkan hidupku untukmu Telah kurelakan hatiku padamu Namun kau masih bisu, diam seribu bahasa Dan hati kecilku bicara  Baru kusadari Cintaku bertepuk sebelah tangan Kau buat remuk seluruh hatiku  Semoga waktu akan mengilhami Sisi hatimu yang beku Semoga akan datang keajaiban Hingga akhirnya kau pun mau Aku mencintaimu lebih dari yang kau tahu Meski kau takkan pernah tahu  Baru kusadari Cintaku bertepuk sebelah tangan Kau buat remuk seluruh hatiku You might also like  Baru kusadari Cintaku bertepuk sebelah tangan Kau buat remuk seluruh hatiku Baru kusadari Cintaku bertepuk sebelah tangan Kau buat remuk seluruh hatiku ",0
Ada Band,Bagaimana mestinya Membuatmu jatuh hati kepadaku Tlah kutuliskan sejuta puisi Meyakinkanmu Membalas cintaku  Haruskah ku mati karenamu Terkubur dalam kesedihan sepanjang waktuku Haruskah kurelakan hidupku Hanya demi cinta yang mungkin bisa membunuhku Hentikan denyut nadi jantungku Tanpa kau tahu betapa suci hatiku Untuk memilikimu  Adakah keikhlasan Dalam palung jiwamu mengetukmu Ajarkanmu bahasa perasaan Hingga hatimu tak lagi membeku  Haruskah ku mati karenamu Terkubur dalam kesedihan sepanjang waktuku Haruskah kurelakan hidupku Hanya demi cinta yang mungkin bisa membunuhku Hentikan denyut nadi jantungku Tanpa kau tahu betapa suci hatiku Untuk memilikimu You might also like Tiadakah ruang di hatimu untukku Yang mungkin bisa tuk kusinggahi Hanya sekedar penyejuk Di saat ku layu Kusetia menantimu hingga akhir masa   Haruskah ku mati karenamu Terkubur dalam kesedihan sepanjang waktuku Haruskah kurelakan hidupku Hanya demi cinta yang mungkin bisa membunuhku Hentikan denyut nadi jantungku Tanpa kau tahu betapa suci hatiku Untuk memilikimu,0
Padi," Indah, terasa indah Bila kita terbuai dalam alunan cinta Sedapat mungkin terciptakan rasa Keinginan saling memiliki  Namun bila itu semua Dapat terwujud dalam satu ikatan cinta Tak semudah seperti yang pernah terbayang Menyatukan perasaan  Tetaplah menjadi bintang di langit Agar cinta kita akan abadi Biarlah sinarmu tetap menyinari alam ini Agar menjadi saksi cinta kita Berdua Berdua  Sudah, lambat sudah Kini semua harus berakhir Mungkin inilah jalan yang terbaik Dan kita mesti relakan kenyataan ini You might also like Tetaplah menjadi bintang di langit Agar cinta kita akan abadi Biarlah sinarmu tetap menyinari alam ini Agar menjadi saksi cinta kita Berdua Berdua  Ooooh ooooh Ooooh ooooh Ooooh ooooh Ooooh ooooh Ooooh ooooh Ooooh ooooh Ooooh ooooh Ooooh ooooh  Menjadi saksi kita berdua",0
Yovie & Nuno,Bila Akhirnya Dipisahkan Mengapa Kita Berjumpa Tapi Akhirnya Di Jauhkan Kau Bilang Hatimu Aku Nyatanya Bukan Untuk Aku *** Bintang Di Langit Nan Indah Dimanakah Cinta Yg Dulu Masihkah Aku Disana Di Relung Hati Dan Mimpimu Andaikan Engkau Disini Andaikan Tetap Denganku Reff : Aku Hancur Ku Terluka Namun Engkaulah Nafasku Kau Cintaku Meski Aku Bukan Di Benakmu Lagi Dan Kuberuntung Sempat Memilikimu... Back To *** Engkau Mengatakan Merindukan Diriku Lagi Ingin Ku Sampaikan Ku Tak Hanya Sekedar Itu... Wouwoo..Wouowwoo....You might also like,0
NaFF,Jauh dilubuk hatiku Masih terukir namamu Jauh didasar jiwaku Engkau masih kekasihku  Tak bisa kutahan lagi angin Untuk semua kenangan yang berlalu Hembuskan sepi merobek hati  Meski raga ini tak lagi milikmu Namun didalam hatiku sungguh engkau hidup Entah sampai kapan Kutahankan rasa cinta ini  Jauh dilubuk hatiku Masih terukir namamu Jauh didasar jiwaku Engkau masih kekasihku  Dan kuberharap semua ini Bukanlah kekeliruan seperti yang kukira Seumur hidupku Akan menjadi doa untukmu You might also like Jauh dilubuk hatiku Masih terukir namamu Jauh didasar jiwaku Engkau masih kekasihku  Andai saja waktu bisa terulang kembali Akan kuserahkan hidupku ini disisimu Namun ku tau itu takkan mungkin terjadi Rasa ini menyiksaku sungguh-sungguh menyiksaku  Jauh dilubuk hatiku Masih terukir namamu Jauh didasar jiwaku Engkau masih kekasihku Jauh dilubuk hatiku Kau masih kekasihku ,0
D’MASIV,Apa yang harus kulakukan lagi bila kau tak setia Kar'na aku hanya seorang manusia Yang tak kau anggap  Aku t'lah coba untuk memahamimu Tapi kau tak peduli  Cukup sudah kau sakiti aku lagi Serpihan perih ini Akan kubawa mati  Aku mencoba memberikan s'galanya yang t'lah aku punya Namun semuanya hanya sia-sia Percuma  Aku t'lah coba untuk memahamimu Tapi kau tak peduli  Cukup sudah kau sakiti aku lagi Serpihan perih ini Akan kubawa mati You might also like  Cukup sudah kau sakiti aku lagi Serpihan perih ini Akan kubawa mati  Sampai kapan bisa membuatmu mengerti Membuat aku bermakna Di hatimu Di matamu Sayang,0
Rio Febrian, Tak ku sesali cintaku untukmu Meskipun dirimu ternyata untukku Sejak pertama kau mengisi hari-hariku Aku tak meragu mengapa harus dirimu  Aku takkan bertahan bila tak teryakinkan Sesungguhnya cintaku memang hanya untukmu Sungguh ku tak menahan bila jalan suratan Menuliskan dirimu memang bukan untukku selamanya  Kadang aku lelah menantimu Pastikan cinta untukku oh  Aku takkan bertahan bila tak teryakinkan Sesungguhnya cintaku memang hanya untukmu Sungguh ku tak menahan bila jalan suratan Menuliskan dirimu memang bukan untukku oh  You might also like Aku takkan bertahan bila tak teryakinkan Sesungguhnya cintaku memang hanya untukmu  Sungguh ku tak menahan bila jalan suratan Menuliskan dirimu memang bukan untukku selamanya,0
Anda Perdana," Tatabahasa  • Semak semula semua ejaan • Gunakan ejaan standard • Ejakan nombor • Tanda Soal dan Tanda Seru • Tanda Petik • Tanda Sempang • Penggunaan huruf besar konvensional • Transkrip semua kandungan lirik yang disampaikan oleh penyanyi Lirik Yang Tidak Dapat Difahami • Jika anda tidak faham sesuatu lirik, gunakan """" Lain-lain • Transkrip semua ad libCara Untuk Memformat LirikLirik yang tepat, senang dibaca dan disusun rapi merupakan etika yang paling penting ketika menambah lirik dalam Genius. • Lirik haruslah sama dengan lagu yang disediakan dalam versi penstriman digital • Gunakan seksyen pengepala di atas lirik yang berlainan • Taip semua kandungan lirik yang disampaikan, walaupun rangkap lirik itu diulang semula • Pecahkan transkrip dalam rangkap masing-masing • Masukkan pengepala tambahan jika lagu tersebut direkod dalam bahasa selain Bahasa Melayu • Kesan bunyi perlu ditaip dalam tanda bintang • Perkataan yang ditapis harus diganti dengan tanda bintang • Lagu instrumental boleh ditambah ke Genius menggunakan pengepala """".TerjemahanSumber tambahan lagu seperti terjemahan wajar ditambah dalam Genius. Halaman terjemahan lagu haruslah diasingkan daripada halaman asli lagu yang diterjemahkan. • TerjemahanCara Menambah LirikSunting Secara Terus: Kebanyakkan pengguna boleh menyunting lirik secara terus dengan menekan butang ""Edit Lyrics"" di atas lirik dan di bawah pengepala halaman. Cadang Pembetulan Lirik: Ciri mencadang suntingan lirik ini membolehkan pengguna dan bukan pengguna Genius untuk mencadangkan pembetulan lirik terhadap kandungan lirik jika mereka tidak dapat menyunting secara terus. • Cara untuk mencadang suntinganIntegrasikan Pembetulan LirikCiri Cadang Pembetulan Lirik boleh mengesan hampir kesemua pembetulan lirik yang dicadang. Kadang-kadang, pengguna akan meninggalkan cadangan di ruangan lain. Untuk Editor, ini merupakan etika dan amalan yang terbaik untuk mengendali pembetulan mengikut tetapan yang disediakan di bawah. • Dalam ruangan komen untuk sebuah anotasi Undi naik dan arkibkan jika benar, arkibkan jika tidak benar • Sebagai satu soalan di ruangan Q+A Undi naik dan arkibkan jika benar, arkibkan jika tidak benar • Sebagai sebuah anotasi Terima + Buang jika benar, tolak jika tidak benarMenambah Lagu Yang Belum Dikeluarkan ke dalam GeniusLagu Yang Belum Dikeluarkan  Lagu yang belum dikeluarkan HANYA boleh ditambah ke dalam Genius jika ia menepati syarat-syarat di bawah: • Coretan/lagu penuh itu telah dikeluarkan oleh penyanyi tersebut • Penyanyi tersebut mempersembahkan lagu tersebut secara langsung Dalam mana-mana syarat tersebut, anda HARUS memetik sebuah sumber selepas sahaja anda mencipta halaman lagu tersebut. Kemudian, tulis perkara-perkara di bawah ke dalam biodata lagu tersebut: • Di mana/bila lagu tersebut pertama kali disiarkan • Jika ada, pautkan video atau audio • Contoh: Coretan ini telah dimuat naik oleh Dato' Sri Siti Nurhaliza di saluran YouTube beliau pada 19 Februari 2020. Jangan memuat naik lirik untuk membocorkan pra-keluaran, ""mash-up"" buatan peminat, lagu yang melanggar polisi komuniti Genius atau lagu yang tidak wujud. Tambahan pula, jangan cipta halaman album ke dalam katalog lagu yang belum dikeluarkan oleh penyanyi tersebut. Halaman yang tidak mengikuti garis panduan Genius akan dibuang. Jika berulang, akaun anda akan digantung oleh staf Genius. Menambah Album Yang Belum Dikeluarkan ke dalam Genius Jika penyanyi telah mengumumkan bahawa beliau akan mengeluarkan album terbaharu, tetapi nama album belum diumumkan, anda boleh menggunakan permulaan huruf nama penyanyi tersebut diikuti dengan keluaran album ke berapa mengikut diskografi beliau. Contohnya, jika Naim Daniel bakal mengeluarkan album studio yang pertama tetapi nama album tersebut belum diumumkan, jadi nama album tersebut perlu dinamakan ND1 buat sementara waktu. Jika nama album tersebut telah diumumkan, album tersebut boleh ditambah ke dalam Genius seperti biasa. Menambah Lagu ke dalam Album Yang Belum Dikeluarkan Jika album tersebut telah diumumkan tetapi lagu dalam album belum lagi diumumkan, anda boleh masukkan lagu seperti di bawah: • Lagu yang akan dikeluarkan dalam album tersebut • Lagu single terkini yang tidak berada dalam album lain penyanyi tersebut • Coretan lagu baru atau halaman lagu dengan lagu yang telah diumumkan Nombor trek: Pastikan nombor trek ditinggalkan kosong sehingga senarai runut yang lengkap telah dikeluarkan. Biodata album: Ruangan biodata seharusnya mempunyai sumber yang memberi maklumat tentang bila dan di mana serta gambar album diumumkan. Jika lagu-lagu dalam album tersebut masih menjadi spekulasi, tambah biodata seperti berikut dalam teks tebal: Senarai runut ini masih belum sah. Ia hanyalah single-single terkini, coretan-coretan, dan tajuk lagu mengikut sumber yang di dapati dari servis penstriman dan media sosial. Senarai ini hanyalah spekulasi semata-mata dan belum disahkan oleh sendiri. Kami akan mengemas kini senarai runut ini jika kami memperolehi banyak lagi informasi tentang senarai ini. Sumber LirikJangan salin dan tampal lirik lagu yang diperoleh daripada mana-mana laman sesawang lirik. Perkara ini dianggap plagiat dan anda boleh dikenakan tindakan yang wajar. Anda hanya dibenarkan untuk menyalin lirik lagu ke dalam transkrip anda jika lirik tersebut dikeluarkan oleh artis/ahli kumpulan sesebuah band itu sendiri ataupun komposer/penulis lirik lagu beliau Lirik rasmi ini boleh dijumpai di macam-macam tempat, contohnya di Bandcamp, biodata YouTube/SoundCloud, kenyataan akhbar dan nota pelapik yang dimasukkan pada keluaran fizikal album. Lembaran lirik rasmi juga boleh mengandungi ralat, contohnya kesalahan menggunakan format dan juga dalam kes yang sama, kesalahan kefahaman lirik yang mengandungi perkataan yang kurang padan. Semasa menambah lirik rasmi, pastikan anda mengemas kini lirik tersebut mengikut garis panduan Genius yang telah ditetapkan. • Pastikan semua lirik telah dimasukkan, termasuk rangkap yang diulang • Pastikan semua lirik yang dimasukkan adalah tepat, sunting semula jika tidak • Pastikan lirik tersebut diformat dengan betul, kemas kini semua format mengikut standard GeniusIngin Mendalami Topik Ini?Anda telah mengetahui asas tentang topik ini, sekarang anda boleh membawa transkripsi anda ke tahap seterusnya: Keluaran Bulanan Anda boleh membantu kami mengemas kini kalendar keluaran bulanan Genius Malaysia. Apabila anda ingin buat membuat perubahan pada sebuah lagu yang berada pada kalendar keluaran Genius Malaysia, anda boleh sunting atau tinggalkan komen pada anotasi. Sertai forum @transcribers Jika anda menyertai forum ini, anda berpeluang untuk menjadi pentranskrip yang berkualiti tinggi. Dengan forum ini, anda boleh melihat perkembangan terkini Genius, permintaan transkripsi dan perbualan-perbualan umum dalam sesebuah topik. Jika anda sertai, anda akan mendapat notifikasi jika seseorang memerlukan bantuan mengemas kini transkrip lagu. Mentranskrip halaman sesak Jika semua orang cuba untuk mentranskrip pada lagu yang sama dan pada waktu yang sama, proses mentranskrip semakin sesak dan memakan masa. Perkara ini tidak dapat dibendung dan tidak ada cara untuk menghalang pengguna lain untuk membuat transkripsi, tetapi anda boleh menggunakan tips seperti: • Cara mentranskrip halaman lagu yang sesak • Etika apabila mengendalikan halaman lagu yang sesak Halaman shell • Apakah itu halaman shell? • Keluaran Yang Tidak Disangka/Lagu Yang Telah Dikeluarkan • Keluaran Yang Ditunggu-tunggu Menguruskan Halaman Pendua • Apakah itu halaman pendua? • Cara untuk mengesan halaman pendua • Jika anda ternampak halaman pendua, apa yang anda perlu lakukan? Memberi IQ Transkripsi • Cara IQ transkripsi diberi • Cara memberi IQ transkripsi secara manual",0
Glenn Fredly, Sandiwarakah selama ini Setelah sekian lama kita telah bersama Inikah akhir cerita cinta Yang selalu aku banggakan Di depan mereka  Entah dimana kusembunyikan rasa malu  Kini harus aku lewati Sepi hariku Tanpa dirimu lagi Biarkan kini 'ku berdiri Melawan waktuku Untuk melupakanmu Walau pedih hatiku Namun aku bertahan  Entah dimana kusembunyikan rasa malu  Kini harus aku lewati Sepi hariku Tanpa dirimu lagi Biarkan kini 'ku berdiri Melawan waktuku Untuk melupakanmu Walau pedih hatiku Namun aku bertahan You might also like Biarkan kini 'ku berdiri Tanpamu Tanpa kehadiran dirimu Namun aku bertahan,0
SAMSONS,"Aku yang rentan karena Cinta yang tlah hilang darimu Yang mampu menyanjungku Selama mata terbuka Sampai jantung tak berdetak Selama itu pun Aku mampu tuk mengenangmu Darimu, kutemukan hidupku Bagiku, kau lah cinta sejati Bila yang tertulis untukku Adalah yang terbaik untukmu Kan kujadikan kau kenangan Yang terindah dalam hidupku Namun takkan mudah bagiku Meninggalkan jejak hidupku Yang telah terukir abadi Sebagai kenangan yang terindah Bila yang tertulis untukku Adalah yang terbaik untukmu Kan kujadikan kau kenangan Yang terindah dalam hidupku Namun takkan mudah bagiku Meninggalkan jejak hidupku Yang telah terukir abadi Sebagai kenangan yang terindahYou might also like",0
